trust,region,year,month,month_name,period,attendances,admissions,breaches,perf_4hr_pct,breach_rate_pct,admission_rate_pct,median_wait_mins,ambulance_handover_delay_pct,prev_month_perf,prev_month_breach,rolling_3m_att,att_growth_pct,is_winter,is_covid_period
Leeds Teaching Hospitals,Yorkshire & Humber,2019,8,Aug,2019-08,15454,4005,2591,83.2,16.8,25.9,94.0,6.8,82.6,17.4,15201.0,-0.49,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2019,9,Sep,2019-09,14695,3538,2387,83.7,16.3,24.1,80.0,8.1,83.2,16.8,15226.0,-4.91,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2019,10,Oct,2019-10,15202,4287,2536,83.3,16.7,28.2,98.0,3.9,83.7,16.3,15117.0,3.45,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2019,11,Nov,2019-11,16470,4394,3277,80.1,19.9,26.7,93.0,4.2,83.3,16.7,15456.0,8.34,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2019,12,Dec,2019-12,16090,3954,3318,79.4,20.6,24.6,137.0,5.7,80.1,19.9,15921.0,-2.31,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2020,1,Jan,2020-01,17122,4535,4266,75.1,24.9,26.5,142.0,7.5,79.4,20.6,16561.0,6.41,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2020,2,Feb,2020-02,16611,4758,3765,77.3,22.7,28.6,152.0,9.3,75.1,24.9,16608.0,-2.98,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2020,3,Mar,2020-03,15413,3982,3383,78.0,22.0,25.8,137.0,5.0,77.3,22.7,16382.0,-7.21,0,1
Leeds Teaching Hospitals,Yorkshire & Humber,2020,4,Apr,2020-04,8011,2110,1336,83.3,16.7,26.3,102.0,3.5,78.0,22.0,13345.0,-48.02,0,1
Leeds Teaching Hospitals,Yorkshire & Humber,2020,5,May,2020-05,7582,2082,1111,85.3,14.7,27.5,99.0,4.7,83.3,16.7,10335.0,-5.36,0,1
Leeds Teaching Hospitals,Yorkshire & Humber,2020,6,Jun,2020-06,7932,2347,1173,85.2,14.8,29.6,99.0,3.8,85.3,14.7,7842.0,4.62,0,1
Leeds Teaching Hospitals,Yorkshire & Humber,2020,7,Jul,2020-07,12709,3131,2304,81.9,18.1,24.6,107.0,4.2,85.2,14.8,9408.0,60.22,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2020,8,Aug,2020-08,13446,3401,2526,81.2,18.8,25.3,94.0,8.8,81.9,18.1,11362.0,5.8,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2020,9,Sep,2020-09,11873,3397,1822,84.7,15.3,28.6,99.0,7.5,81.2,18.8,12676.0,-11.7,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2020,10,Oct,2020-10,14721,3760,2740,81.4,18.6,25.5,110.0,9.2,84.7,15.3,13347.0,23.99,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2020,11,Nov,2020-11,15625,4761,3164,79.7,20.3,30.5,118.0,7.5,81.4,18.6,14073.0,6.14,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2020,12,Dec,2020-12,17383,5020,4335,75.1,24.9,28.9,123.0,11.3,79.7,20.3,15910.0,11.25,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2021,1,Jan,2021-01,18237,4982,5616,69.2,30.8,27.3,211.0,12.8,75.1,24.9,17082.0,4.91,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2021,2,Feb,2021-02,16568,4019,4930,70.2,29.8,24.3,137.0,8.8,69.2,30.8,17396.0,-9.15,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2021,3,Mar,2021-03,15560,4492,4709,69.7,30.3,28.9,177.0,11.9,70.2,29.8,16788.0,-6.08,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2021,4,Apr,2021-04,14309,3974,3765,73.7,26.3,27.8,146.0,8.1,69.7,30.3,15479.0,-8.04,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2021,5,May,2021-05,14665,4151,3304,77.5,22.5,28.3,120.0,5.0,73.7,26.3,14845.0,2.49,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2021,6,Jun,2021-06,15420,4644,4084,73.5,26.5,30.1,134.0,11.9,77.5,22.5,14798.0,5.15,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2021,7,Jul,2021-07,16430,4346,3956,75.9,24.1,26.5,145.0,7.8,73.5,26.5,15505.0,6.55,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2021,8,Aug,2021-08,16479,4962,4377,73.4,26.6,30.1,154.0,10.9,75.9,24.1,16110.0,0.3,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2021,9,Sep,2021-09,14726,4294,3738,74.6,25.4,29.2,121.0,6.5,73.4,26.6,15878.0,-10.64,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2021,10,Oct,2021-10,15105,3938,4218,72.1,27.9,26.1,121.0,7.0,74.6,25.4,15437.0,2.57,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2021,11,Nov,2021-11,15869,4283,4383,72.4,27.6,27.0,127.0,10.7,72.1,27.9,15233.0,5.06,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2021,12,Dec,2021-12,16731,4936,4981,70.2,29.8,29.5,114.0,9.9,72.4,27.6,15902.0,5.43,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2022,1,Jan,2022-01,18417,5022,6408,65.2,34.8,27.3,195.0,10.2,70.2,29.8,17006.0,10.08,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2022,2,Feb,2022-02,17770,5437,6423,63.9,36.1,30.6,197.0,13.3,65.2,34.8,17639.0,-3.51,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2022,3,Mar,2022-03,16337,4122,5497,66.3,33.7,25.2,169.0,9.9,63.9,36.1,17508.0,-8.06,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2022,4,Apr,2022-04,15414,3761,4651,69.8,30.2,24.4,218.0,12.9,66.3,33.7,16507.0,-5.65,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2022,5,May,2022-05,15272,3851,3985,73.9,26.1,25.2,128.0,10.7,69.8,30.2,15674.0,-0.92,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2022,6,Jun,2022-06,15472,4596,4635,70.0,30.0,29.7,120.0,8.8,73.9,26.1,15386.0,1.31,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2022,7,Jul,2022-07,16369,4593,4862,70.3,29.7,28.1,114.0,12.7,70.0,30.0,15704.0,5.8,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2022,8,Aug,2022-08,16472,4978,5362,67.4,32.6,30.2,217.0,13.6,70.3,29.7,16104.0,0.63,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2022,9,Sep,2022-09,15451,4304,4396,71.5,28.5,27.9,114.0,9.4,67.4,32.6,16097.0,-6.2,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2022,10,Oct,2022-10,15385,4471,4928,68.0,32.0,29.1,187.0,8.7,71.5,28.5,15769.0,-0.43,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2022,11,Nov,2022-11,16411,4026,5389,67.2,32.8,24.5,210.0,11.5,68.0,32.0,15749.0,6.67,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2022,12,Dec,2022-12,17382,5175,6119,64.8,35.2,29.8,178.0,13.4,67.2,32.8,16393.0,5.92,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2023,1,Jan,2023-01,18271,5508,7583,58.5,41.5,30.2,207.0,15.5,64.8,35.2,17355.0,5.11,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2023,2,Feb,2023-02,17873,5175,6721,62.4,37.6,29.0,209.0,14.3,58.5,41.5,17842.0,-2.18,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2023,3,Mar,2023-03,16834,4927,6077,63.9,36.1,29.3,165.0,14.9,62.4,37.6,17659.0,-5.81,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2023,4,Apr,2023-04,15786,4701,5597,64.5,35.5,29.8,163.0,11.4,63.9,36.1,16831.0,-6.23,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2023,5,May,2023-05,15307,4550,5117,66.6,33.4,29.7,209.0,11.7,64.5,35.5,15976.0,-3.03,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2023,6,Jun,2023-06,14877,4212,4973,66.6,33.4,28.3,219.0,12.5,66.6,33.4,15323.0,-2.81,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2023,7,Jul,2023-07,16276,4521,5458,66.5,33.5,27.8,206.0,9.4,66.6,33.4,15487.0,9.4,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2023,8,Aug,2023-08,17425,5356,6083,65.1,34.9,30.7,177.0,13.0,66.5,33.5,16193.0,7.06,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2023,9,Sep,2023-09,15860,4846,5497,65.3,34.7,30.6,200.0,9.5,65.1,34.9,16520.0,-8.98,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2023,10,Oct,2023-10,15553,3806,5325,65.8,34.2,24.5,193.0,11.1,65.3,34.7,16279.0,-1.94,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2023,11,Nov,2023-11,17234,5187,6788,60.6,39.4,30.1,218.0,16.6,65.8,34.2,16216.0,10.81,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2023,12,Dec,2023-12,18055,5291,7412,58.9,41.1,29.3,157.0,11.5,60.6,39.4,16947.0,4.76,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2024,1,Jan,2024-01,18215,5353,6943,61.9,38.1,29.4,199.0,13.0,58.9,41.1,17835.0,0.89,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2024,2,Feb,2024-02,17352,4682,6001,65.4,34.6,27.0,184.0,10.1,61.9,38.1,17874.0,-4.74,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2024,3,Mar,2024-03,17267,4410,5750,66.7,33.3,25.5,160.0,12.7,65.4,34.6,17611.0,-0.49,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2024,4,Apr,2024-04,15776,4836,5045,68.0,32.0,30.7,165.0,10.8,66.7,33.3,16798.0,-8.63,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2024,5,May,2024-05,15804,4499,4724,70.1,29.9,28.5,128.0,9.1,68.0,32.0,16282.0,0.18,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2024,6,Jun,2024-06,16354,4948,4977,69.6,30.4,30.3,170.0,8.9,70.1,29.9,15978.0,3.48,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2024,7,Jul,2024-07,16236,4315,5028,69.0,31.0,26.6,211.0,10.7,69.6,30.4,16131.0,-0.72,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2024,8,Aug,2024-08,18001,5414,6090,66.2,33.8,30.1,205.0,13.5,69.0,31.0,16864.0,10.87,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2024,9,Sep,2024-09,16013,4545,4728,70.5,29.5,28.4,116.0,7.5,66.2,33.8,16750.0,-11.04,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2024,10,Oct,2024-10,16606,4911,5332,67.9,32.1,29.6,186.0,8.9,70.5,29.5,16873.0,3.7,0,0
Leeds Teaching Hospitals,Yorkshire & Humber,2024,11,Nov,2024-11,16830,4546,5778,65.7,34.3,27.0,168.0,12.0,67.9,32.1,16483.0,1.35,1,0
Leeds Teaching Hospitals,Yorkshire & Humber,2024,12,Dec,2024-12,17366,4494,6381,63.3,36.7,25.9,207.0,11.7,65.7,34.3,16934.0,3.18,1,0
Liverpool University Hospitals,North West,2018,2,Feb,2018-02,14481,3580,1813,87.5,12.5,24.7,81.0,4.8,84.1,15.9,14544.0,-0.87,1,0
Liverpool University Hospitals,North West,2018,3,Mar,2018-03,13427,3992,1128,91.6,8.4,29.7,75.0,1.5,87.5,12.5,14172.0,-7.28,0,0
Liverpool University Hospitals,North West,2018,4,Apr,2018-04,13083,3458,972,92.6,7.4,26.4,47.0,0.0,91.6,8.4,13664.0,-2.56,0,0
Liverpool University Hospitals,North West,2018,5,May,2018-05,12539,3208,730,94.2,5.8,25.6,63.0,0.6,92.6,7.4,13016.0,-4.16,0,0
Liverpool University Hospitals,North West,2018,6,Jun,2018-06,12819,3815,861,93.3,6.7,29.8,70.0,2.2,94.2,5.8,12814.0,2.23,0,0
Liverpool University Hospitals,North West,2018,7,Jul,2018-07,13487,3997,1106,91.8,8.2,29.6,55.0,1.1,93.3,6.7,12948.0,5.21,0,0
Liverpool University Hospitals,North West,2018,8,Aug,2018-08,13573,3715,1192,91.2,8.8,27.4,70.0,1.4,91.8,8.2,13293.0,0.64,0,0
Liverpool University Hospitals,North West,2018,9,Sep,2018-09,12489,3717,677,94.6,5.4,29.8,57.0,1.7,91.2,8.8,13183.0,-7.99,0,0
Liverpool University Hospitals,North West,2018,10,Oct,2018-10,12795,3177,886,93.1,6.9,24.8,73.0,3.5,94.6,5.4,12952.0,2.45,0,0
Liverpool University Hospitals,North West,2018,11,Nov,2018-11,14075,3846,1833,87.0,13.0,27.3,89.0,2.5,93.1,6.9,13120.0,10.0,1,0
Liverpool University Hospitals,North West,2018,12,Dec,2018-12,14742,4118,1661,88.7,11.3,27.9,100.0,1.4,87.0,13.0,13871.0,4.74,1,0
Liverpool University Hospitals,North West,2019,1,Jan,2019-01,15118,4276,2674,82.3,17.7,28.3,108.0,7.2,88.7,11.3,14645.0,2.55,1,0
Liverpool University Hospitals,North West,2019,2,Feb,2019-02,14064,3917,2142,84.8,15.2,27.9,89.0,7.3,82.3,17.7,14641.0,-6.97,1,0
Liverpool University Hospitals,North West,2019,3,Mar,2019-03,14245,3791,1667,88.3,11.7,26.6,84.0,1.7,84.8,15.2,14476.0,1.29,0,0
Liverpool University Hospitals,North West,2019,4,Apr,2019-04,12687,3645,1205,90.5,9.5,28.7,65.0,0.7,88.3,11.7,13665.0,-10.94,0,0
Liverpool University Hospitals,North West,2019,5,May,2019-05,12466,3128,1113,91.1,8.9,25.1,70.0,0.4,90.5,9.5,13133.0,-1.74,0,0
Liverpool University Hospitals,North West,2019,6,Jun,2019-06,12885,3885,1221,90.5,9.5,30.2,62.0,1.7,91.1,8.9,12679.0,3.36,0,0
Liverpool University Hospitals,North West,2019,7,Jul,2019-07,13898,4267,1213,91.3,8.7,30.7,52.0,5.4,90.5,9.5,13083.0,7.86,0,0
Liverpool University Hospitals,North West,2019,8,Aug,2019-08,14789,4207,1329,91.0,9.0,28.4,64.0,2.6,91.3,8.7,13857.0,6.41,0,0
Liverpool University Hospitals,North West,2019,9,Sep,2019-09,13096,3764,1117,91.5,8.5,28.7,58.0,4.4,91.0,9.0,13928.0,-11.45,0,0
Liverpool University Hospitals,North West,2019,10,Oct,2019-10,13577,4050,1638,87.9,12.1,29.8,94.0,6.3,91.5,8.5,13821.0,3.67,0,0
Liverpool University Hospitals,North West,2019,11,Nov,2019-11,14214,4321,1938,86.4,13.6,30.4,84.0,6.8,87.9,12.1,13629.0,4.69,1,0
Liverpool University Hospitals,North West,2019,12,Dec,2019-12,14803,3872,2235,84.9,15.1,26.2,95.0,4.2,86.4,13.6,14198.0,4.14,1,0
Liverpool University Hospitals,North West,2020,1,Jan,2020-01,14917,3586,2769,81.4,18.6,24.0,109.0,9.3,84.9,15.1,14645.0,0.77,1,0
Liverpool University Hospitals,North West,2020,2,Feb,2020-02,14690,3881,2239,84.8,15.2,26.4,98.0,7.2,81.4,18.6,14803.0,-1.52,1,0
Liverpool University Hospitals,North West,2020,3,Mar,2020-03,14646,4318,2058,85.9,14.1,29.5,84.0,7.9,84.8,15.2,14751.0,-0.3,0,1
Liverpool University Hospitals,North West,2020,4,Apr,2020-04,6912,1977,707,89.8,10.2,28.6,99.0,1.3,85.9,14.1,12083.0,-52.81,0,1
Liverpool University Hospitals,North West,2020,5,May,2020-05,7283,2065,759,89.6,10.4,28.4,83.0,2.5,89.8,10.2,9614.0,5.37,0,1
Liverpool University Hospitals,North West,2020,6,Jun,2020-06,7286,1830,727,90.0,10.0,25.1,50.0,3.0,89.6,10.4,7160.0,0.04,0,1
Liverpool University Hospitals,North West,2020,7,Jul,2020-07,11545,2838,1104,90.4,9.6,24.6,57.0,0.9,90.0,10.0,8705.0,58.45,0,0
Liverpool University Hospitals,North West,2020,8,Aug,2020-08,11186,3156,1287,88.5,11.5,28.2,81.0,2.4,90.4,9.6,10006.0,-3.11,0,0
Liverpool University Hospitals,North West,2020,9,Sep,2020-09,10052,3098,886,91.2,8.8,30.8,49.0,1.5,88.5,11.5,10928.0,-10.14,0,0
Liverpool University Hospitals,North West,2020,10,Oct,2020-10,13864,3734,1448,89.6,10.4,26.9,77.0,0.9,91.2,8.8,11701.0,37.92,0,0
Liverpool University Hospitals,North West,2020,11,Nov,2020-11,14631,3540,2206,84.9,15.1,24.2,95.0,2.3,89.6,10.4,12849.0,5.53,1,0
Liverpool University Hospitals,North West,2020,12,Dec,2020-12,15430,3746,2689,82.6,17.4,24.3,96.0,5.5,84.9,15.1,14642.0,5.46,1,0
Liverpool University Hospitals,North West,2021,1,Jan,2021-01,16354,4240,4248,74.0,26.0,25.9,142.0,7.7,82.6,17.4,15472.0,5.99,1,0
Liverpool University Hospitals,North West,2021,2,Feb,2021-02,15559,4333,3914,74.8,25.2,27.8,112.0,8.4,74.0,26.0,15781.0,-4.86,1,0
Liverpool University Hospitals,North West,2021,3,Mar,2021-03,14769,3776,3091,79.1,20.9,25.6,120.0,9.2,74.8,25.2,15561.0,-5.08,0,0
Liverpool University Hospitals,North West,2021,4,Apr,2021-04,13748,3732,2856,79.2,20.8,27.2,125.0,9.5,79.1,20.9,14692.0,-6.91,0,0
Liverpool University Hospitals,North West,2021,5,May,2021-05,12583,3682,2366,81.2,18.8,29.3,77.0,6.5,79.2,20.8,13700.0,-8.47,0,0
Liverpool University Hospitals,North West,2021,6,Jun,2021-06,13365,3576,2515,81.2,18.8,26.8,94.0,4.6,81.2,18.8,13232.0,6.21,0,0
Liverpool University Hospitals,North West,2021,7,Jul,2021-07,14469,4242,2667,81.6,18.4,29.3,80.0,4.3,81.2,18.8,13472.0,8.26,0,0
Liverpool University Hospitals,North West,2021,8,Aug,2021-08,14523,3900,3080,78.8,21.2,26.9,141.0,4.8,81.6,18.4,14119.0,0.37,0,0
Liverpool University Hospitals,North West,2021,9,Sep,2021-09,12796,3695,2442,80.9,19.1,28.9,82.0,7.5,78.8,21.2,13929.0,-11.89,0,0
Liverpool University Hospitals,North West,2021,10,Oct,2021-10,13438,4067,2568,80.9,19.1,30.3,85.0,5.1,80.9,19.1,13586.0,5.02,0,0
Liverpool University Hospitals,North West,2021,11,Nov,2021-11,14693,4217,3554,75.8,24.2,28.7,147.0,9.5,80.9,19.1,13642.0,9.34,1,0
Liverpool University Hospitals,North West,2021,12,Dec,2021-12,15744,3950,4025,74.4,25.6,25.1,143.0,8.1,75.8,24.2,14625.0,7.15,1,0
Liverpool University Hospitals,North West,2022,1,Jan,2022-01,16245,3991,5047,68.9,31.1,24.6,220.0,8.8,74.4,25.6,15561.0,3.18,1,0
Liverpool University Hospitals,North West,2022,2,Feb,2022-02,15928,4707,4260,73.3,26.7,29.6,140.0,9.8,68.9,31.1,15972.0,-1.95,1,0
Liverpool University Hospitals,North West,2022,3,Mar,2022-03,15061,4107,4066,73.0,27.0,27.3,138.0,8.9,73.3,26.7,15745.0,-5.44,0,0
Liverpool University Hospitals,North West,2022,4,Apr,2022-04,13439,3756,3203,76.2,23.8,27.9,148.0,6.6,73.0,27.0,14809.0,-10.77,0,0
Liverpool University Hospitals,North West,2022,5,May,2022-05,13699,4077,2862,79.1,20.9,29.8,135.0,9.0,76.2,23.8,14066.0,1.93,0,0
Liverpool University Hospitals,North West,2022,6,Jun,2022-06,13128,3187,2741,79.1,20.9,24.3,150.0,10.3,79.1,20.9,13422.0,-4.17,0,0
Liverpool University Hospitals,North West,2022,7,Jul,2022-07,14391,4224,3571,75.2,24.8,29.4,121.0,10.9,79.1,20.9,13739.0,9.62,0,0
Liverpool University Hospitals,North West,2022,8,Aug,2022-08,14572,4496,3810,73.8,26.2,30.9,140.0,11.2,75.2,24.8,14030.0,1.26,0,0
Liverpool University Hospitals,North West,2022,9,Sep,2022-09,13327,3752,2925,78.1,21.9,28.2,137.0,8.8,73.8,26.2,14097.0,-8.54,0,0
Liverpool University Hospitals,North West,2022,10,Oct,2022-10,14020,3635,3496,75.1,24.9,25.9,145.0,7.1,78.1,21.9,13973.0,5.2,0,0
Liverpool University Hospitals,North West,2022,11,Nov,2022-11,15282,4336,4312,71.8,28.2,28.4,144.0,8.2,75.1,24.9,14210.0,9.0,1,0
Liverpool University Hospitals,North West,2022,12,Dec,2022-12,15058,4252,4612,69.4,30.6,28.2,210.0,8.0,71.8,28.2,14787.0,-1.47,1,0
Liverpool University Hospitals,North West,2023,1,Jan,2023-01,16600,4540,5775,65.2,34.8,27.3,215.0,11.2,69.4,30.6,15647.0,10.24,1,0
Liverpool University Hospitals,North West,2023,2,Feb,2023-02,15543,3819,5377,65.4,34.6,24.6,172.0,9.3,65.2,34.8,15734.0,-6.37,1,0
Liverpool University Hospitals,North West,2023,3,Mar,2023-03,15034,4185,4577,69.6,30.4,27.8,166.0,9.4,65.4,34.6,15726.0,-3.27,0,0
Liverpool University Hospitals,North West,2023,4,Apr,2023-04,13925,3391,3522,74.7,25.3,24.4,150.0,9.3,69.6,30.4,14834.0,-7.38,0,0
Liverpool University Hospitals,North West,2023,5,May,2023-05,13530,3312,3471,74.3,25.7,24.5,114.0,9.6,74.7,25.3,14163.0,-2.84,0,0
Liverpool University Hospitals,North West,2023,6,Jun,2023-06,13709,3680,3356,75.5,24.5,26.8,116.0,9.9,74.3,25.7,13721.0,1.32,0,0
Liverpool University Hospitals,North West,2023,7,Jul,2023-07,14632,4226,4031,72.4,27.6,28.9,151.0,11.4,75.5,24.5,13957.0,6.73,0,0
Liverpool University Hospitals,North West,2023,8,Aug,2023-08,15519,4752,4335,72.1,27.9,30.6,123.0,6.8,72.4,27.6,14620.0,6.06,0,0
Liverpool University Hospitals,North West,2023,9,Sep,2023-09,13494,3863,3749,72.2,27.8,28.6,139.0,10.3,72.1,27.9,14548.0,-13.05,0,0
Liverpool University Hospitals,North West,2023,10,Oct,2023-10,13621,3577,3778,72.3,27.7,26.3,140.0,10.0,72.2,27.8,14211.0,0.94,0,0
Liverpool University Hospitals,North West,2023,11,Nov,2023-11,15111,3726,4928,67.4,32.6,24.7,209.0,13.9,72.3,27.7,14075.0,10.94,1,0
Liverpool University Hospitals,North West,2023,12,Dec,2023-12,16060,4306,5579,65.3,34.7,26.8,202.0,13.8,67.4,32.6,14931.0,6.28,1,0
Liverpool University Hospitals,North West,2024,1,Jan,2024-01,16058,4654,5404,66.3,33.7,29.0,178.0,10.3,65.3,34.7,15743.0,-0.01,1,0
Liverpool University Hospitals,North West,2024,2,Feb,2024-02,15226,4561,4566,70.0,30.0,30.0,153.0,10.9,66.3,33.7,15781.0,-5.18,1,0
Liverpool University Hospitals,North West,2024,3,Mar,2024-03,15141,4215,4438,70.7,29.3,27.8,127.0,10.9,70.0,30.0,15475.0,-0.56,0,0
Liverpool University Hospitals,North West,2024,4,Apr,2024-04,13847,3415,3557,74.3,25.7,24.7,124.0,6.6,70.7,29.3,14738.0,-8.55,0,0
Liverpool University Hospitals,North West,2024,5,May,2024-05,13330,3613,2826,78.8,21.2,27.1,134.0,9.7,74.3,25.7,14106.0,-3.73,0,0
Liverpool University Hospitals,North West,2024,6,Jun,2024-06,14675,4356,3422,76.7,23.3,29.7,125.0,7.0,78.8,21.2,13951.0,10.09,0,0
Liverpool University Hospitals,North West,2024,7,Jul,2024-07,15006,4318,3671,75.5,24.5,28.8,124.0,6.4,76.7,23.3,14337.0,2.26,0,0
Liverpool University Hospitals,North West,2024,8,Aug,2024-08,15721,4409,4345,72.4,27.6,28.0,141.0,10.9,75.5,24.5,15134.0,4.76,0,0
Liverpool University Hospitals,North West,2024,9,Sep,2024-09,14255,3920,3230,77.3,22.7,27.5,143.0,8.6,72.4,27.6,14994.0,-9.33,0,0
Liverpool University Hospitals,North West,2024,10,Oct,2024-10,14042,3649,3939,71.9,28.1,26.0,130.0,10.5,77.3,22.7,14673.0,-1.49,0,0
Liverpool University Hospitals,North West,2024,11,Nov,2024-11,15991,3978,4776,70.1,29.9,24.9,153.0,8.1,71.9,28.1,14763.0,13.88,1,0
Liverpool University Hospitals,North West,2024,12,Dec,2024-12,16104,4475,4881,69.7,30.3,27.8,161.0,8.0,70.1,29.9,15379.0,0.71,1,0
Manchester University NHS FT,North West,2018,2,Feb,2018-02,18388,5520,2956,83.9,16.1,30.0,102.0,2.9,79.9,20.1,18587.0,-2.12,1,0
Manchester University NHS FT,North West,2018,3,Mar,2018-03,17822,4579,2840,84.1,15.9,25.7,110.0,3.4,83.9,16.1,18332.0,-3.08,0,0
Manchester University NHS FT,North West,2018,4,Apr,2018-04,16488,4767,1794,89.1,10.9,28.9,95.0,0.9,84.1,15.9,17566.0,-7.49,0,0
Manchester University NHS FT,North West,2018,5,May,2018-05,15925,3919,1558,90.2,9.8,24.6,56.0,0.6,89.1,10.9,16745.0,-3.41,0,0
Manchester University NHS FT,North West,2018,6,Jun,2018-06,16098,4013,1733,89.2,10.8,24.9,95.0,4.9,90.2,9.8,16170.0,1.09,0,0
Manchester University NHS FT,North West,2018,7,Jul,2018-07,18279,4601,2386,86.9,13.1,25.2,79.0,5.4,89.2,10.8,16767.0,13.55,0,0
Manchester University NHS FT,North West,2018,8,Aug,2018-08,18663,5702,2749,85.3,14.7,30.6,77.0,5.4,86.9,13.1,17680.0,2.1,0,0
Manchester University NHS FT,North West,2018,9,Sep,2018-09,16765,4861,1571,90.6,9.4,29.0,69.0,2.3,85.3,14.7,17902.0,-10.17,0,0
Manchester University NHS FT,North West,2018,10,Oct,2018-10,17428,5274,2533,85.5,14.5,30.3,94.0,7.0,90.6,9.4,17619.0,3.95,0,0
Manchester University NHS FT,North West,2018,11,Nov,2018-11,18289,5063,2703,85.2,14.8,27.7,101.0,2.7,85.5,14.5,17494.0,4.94,1,0
Manchester University NHS FT,North West,2018,12,Dec,2018-12,18370,4613,3374,81.6,18.4,25.1,106.0,4.7,85.2,14.8,18029.0,0.44,1,0
Manchester University NHS FT,North West,2019,1,Jan,2019-01,20659,5221,4340,79.0,21.0,25.3,146.0,8.3,81.6,18.4,19106.0,12.46,1,0
Manchester University NHS FT,North West,2019,2,Feb,2019-02,19033,5526,3547,81.4,18.6,29.0,83.0,9.5,79.0,21.0,19354.0,-7.87,1,0
Manchester University NHS FT,North West,2019,3,Mar,2019-03,18861,4790,2971,84.2,15.8,25.4,99.0,2.9,81.4,18.6,19518.0,-0.9,0,0
Manchester University NHS FT,North West,2019,4,Apr,2019-04,16156,4400,2314,85.7,14.3,27.2,105.0,6.4,84.2,15.8,18017.0,-14.34,0,0
Manchester University NHS FT,North West,2019,5,May,2019-05,16759,4427,2037,87.8,12.2,26.4,88.0,7.2,85.7,14.3,17259.0,3.73,0,0
Manchester University NHS FT,North West,2019,6,Jun,2019-06,16335,4582,1778,89.1,10.9,28.1,90.0,5.2,87.8,12.2,16417.0,-2.53,0,0
Manchester University NHS FT,North West,2019,7,Jul,2019-07,18151,5500,2244,87.6,12.4,30.3,90.0,3.0,89.1,10.9,17082.0,11.12,0,0
Manchester University NHS FT,North West,2019,8,Aug,2019-08,18828,4796,2486,86.8,13.2,25.5,97.0,5.4,87.6,12.4,17771.0,3.73,0,0
